位号,设备名称,设备类别,所属项目,项目编号,所属部门,安装位置,规格型号,生产厂家,供应商,出厂日期,出厂编号,投用日期,资产编号,原值,净值,是否强检,强检有效期,状态,备注,介质,密度,粘度,口径,量程,填料,泄漏等级,流量特性,压力等级,执行机构型号,连接形式,法兰标准,法兰尺寸,阀体材质,阀芯材质,阀座材质,准确度,分度值,防护等级,防爆等级,电气接口尺寸,功率,电机型号,轴承,减速机,最大流量,正常流量,最小流量,操作压力,操作温度,密封件,温度,材质,阀前压力,阀后压力,压差
020400012,电缆,其他,,,二系统办,,,,,,,2019-07-31,020400012,1502782.07,1051646.83,否,,在用,数量：54985米；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400011,制动DOS系统,其他,,,二系统办,,,,,,,2019-07-31,0400011,803727.34,329883.41,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：60；包含明细：DCS系统、JX-300XP、2系统中控室、2系统蒸发、浙江中控技术股份有限公司；包含明细：雷达液位计、GDRD56-PHGPFX2BAMA-18000、精制反应桶顶部、2系统蒸发、北京古大仪表有限公司；包含明细：雷达液位计、GDGW51-PAYPABAMA-12000、2系统蒸发罐本体、2系统蒸发、北京古大仪表有限公司；包含明细：磁耦合液位计、HFL2/C/A/R6L/1.6/P/ES/N  测量范围：0-2000mm、2系统闪发桶本体、2系统蒸发、承德海富盛自动化仪表有限公司；包含明细：射频导纳开关、L2000-220VAC/L843-150mm-450mm、2系统洗涤塔本体、2系统蒸发、中美合资上海普菱柯仪器仪表有限公司；包含明细：压力变送器、EJA438E、2系统蒸发室、加热室本体、循环管、滤液桶、洗涤塔本体、2系统蒸发、重庆横河川仪有限公司；包含明细：压力变送器、EJA438E、2系统精制反应桶、精硝水桶本体、2系统蒸发、重庆横河川仪有限公司；包含明细：压力变送器、EJA530E、2系统干燥管道、2系统蒸发、重庆横河川仪有限公司；包含明细：电磁流量计、DM43NF1FT11N1W1HM、2系统蒸发干燥系统管道、2系统蒸发、承德菲时博特自动化设备有限公司；包含明细：密封水流量计、AM54031LQNSATEREPFVP DN15、2系统蒸发系统管道、2系统蒸发、承德菲时博特自动化设备有限公司；包含明细：金属管浮子流量计、AM54031LQNSNANV、2系统蒸发系统管道、2系统蒸发、承德菲时博特自动化设备有限公司；包含明细：微小密封水流量计、AM54031LQNSATEREPFVP DN15、2系统蒸发系统管道、2系统蒸发、承德菲时博特自动化设备有限公司；包含明细：平衡流量计、MBF4131121SN00+EJA110E  DN400、2系统蒸发系统管道、2系统蒸发、承德菲时博特自动化设备有限公司；包含明细：热电阻温度计、WZP-230 M27*2、2系统蒸发干燥系统本体及管道、2系统蒸发、安徽天康（集团）股份有限公司；包含明细：压力表、YNMF-100B、2系统蒸发干燥系统本体及管道、2系统蒸发、安徽天康（集团）股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400012,液位测量系统,其他,,,二系统办,2系统1-2效蒸发罐本体；2系统蒸发,,安徽大学特种电视技术研究中心,,,,2019-07-31,0400012,79487.18,31762.98,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200024,组合风柜,其他,,,二系统办,,,,,,,2019-07-31,020200024,75728.16,52994.66,否,,在用,数量：1套；原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400013,微机综合系统,其他,,,二系统办,,,,,,,2019-07-31,0400013,170769.24,68239.54,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400014,电子设备开关柜,其他,,,二系统办,,,,,,,2019-07-31,0400014,2260395.85,1581824.91,否,,在用,数量：49台；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400025,电缆,其他,,,二系统办,,,,,,,2019-07-31,020400025,77564.1,54279.22,否,,在用,数量：290米；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400016,10KV线路保护器,其他,,,二系统办,,,,,,,2019-07-31,0400016,47008.55,32896.49,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400014,变压器,其他,,,二系统办,,,,,,,2019-07-31,020400014,268376.06,187809.6,否,,在用,数量：3台；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500006,脱硫系统,其他,,,二系统办,,,,,,,2019-07-31,020500006,396551.72,277506.84,否,,在用,数量：1套；原类别：蒸发系统；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400022,组合柜,其他,,,二系统办,,,,,,,2019-07-31,020400022,297692.31,208325.05,否,,在用,数量：1套；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400023,蒸气管耐磨地坪,其他,,,二系统办,,,,,,,2019-07-31,020400023,52990.38,37082.82,否,,在用,数量：1批；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400015,控制调节阀,阀门,,,二系统办,,,,,,,2019-07-31,020400015,841880.37,336415.39,否,,在用,数量：26台；原类别：其他；使用年限(月)：60；包含明细：单座调节阀、DN65、DN80、DN100、DN200、2系统蒸发、干燥管道、宁夏吴忠仪表有限公司；包含明细：调节角阀、DN80、DN100、2系统蒸发罐本体、宁夏吴忠仪表有限公司；包含明细：旋塞调节阀、DN65、2系统蒸发管道、浙江康赛特阀门有限公司；包含明细：电动旋塞开关阀、DN20、2系统蒸发管道、浙江康赛特阀门有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400016,均速管,其他,,,二系统办,,,,,,,2019-07-31,020400016,24700.85,9870.59,否,,在用,数量：1台；原类别：其他；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400017,废液处理捕沫器,其他,,,二系统办,,,,,,,2019-07-31,020400017,323931.63,202068.67,否,,在用,数量：1套；原类别：其他；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020100017,循环泵,泵/风机,,,二系统办,,,,,,,2019-07-31,020100017,1279316.26,511214.66,否,,在用,数量：4台；原类别：泵类；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400018,齿轮箱、叶轮、风机、流程泵,泵/风机,,,二系统办,,,,,,,2019-07-31,020400018,2462810.76,984139.18,否,,在用,数量：120台；原类别：其他；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400026,板式加热器,锅炉/压力容器,,,二系统办,,,,,,,2019-07-31,020400026,465384.81,185967.77,否,,在用,数量：1套；原类别：其他；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500009,加热蒸发系统,锅炉/压力容器,,,二系统办,,,,,,,2019-07-31,020500009,53898174.24,38032685.97,否,,在用,数量：1套；原类别：蒸发系统；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500010,混合冷凝器,锅炉/压力容器,,,二系统办,,,,,,,2019-07-31,020500010,3681882.16,2576581.1,否,,在用,数量：1套；原类别：蒸发系统；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500011,水蒸气压缩机组,泵/风机,,,二系统办,,,,,,,2019-07-31,020500011,4381407.46,3066793.89,否,,在用,数量：1套；原类别：蒸发系统；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400019,硝水净化搅拌器,其他,,,二系统办,,,,,,,2019-07-31,020400019,594827.57,416260.25,否,,在用,数量：4台；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020400020,硝水净化无阀过滤器,阀门,,,二系统办,,,,,,,2019-07-31,020400020,545299.14,381600.46,否,,在用,数量：2台；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0300018,输送机,其他,,,二系统办,,,,,,,2019-07-31,0300018,229059.83,91532.13,否,,在用,数量：2台；原类别：运输设备；使用年限(月)：60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020200029,变电站10KV间隔调试,其他,,,二系统办,,,,,,,2019-07-31,020200029,101886.79,71300.21,否,,在用,数量：1批；原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400017,视频监控,仪表,,,二系统办,2系统车间内部；2系统蒸发,,海康威视,,,,2019-07-31,0400017,82000.0,4100.0,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400018,除尘器,锅炉/压力容器,,,二系统办,,,,,,,2019-07-31,0400018,4565098.06,3194655.8,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0400020,DCS系统扩容,仪表,,,二系统办,2系统中控室；2系统蒸发,JX-300XP,浙江中控技术股份有限公司,,,,2019-09-26,0400020,56637.17,0.0,否,,在用,数量：1批；原类别：电子设备；使用年限(月)：1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
020500013,空气电加热器-改造,锅炉/压力容器,,,二系统办,,TDRQ-2000,,,,,2019-11-25,020500013,257433.63,12871.68,否,,在用,数量：1台；原类别：蒸发系统；使用年限(月)：1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00118,装岩机,其他,,,矿山车间办,,P--30B,,,,,2010-09-25,00118,143589.74,7179.49,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00119,空压机,泵/风机,,,矿山车间办,,E--110A,,,,,2010-09-25,00119,98717.94,4935.9,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00120,电动铲车,其他,,,矿山车间办,,WJ--1,,,,,2010-09-27,00120,452991.45,22649.57,否,,在用,数量：2；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00121,低压配电柜,其他,,,矿山车间办,,低压配电柜,,,,,2010-09-27,00121,12820.51,641.03,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00122,配电开关,其他,,,矿山车间办,,GGD2*1000A,,,,,2010-09-27,00122,15384.62,769.23,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00123,翻斗车,其他,,,矿山车间办,,KFV1.1-6,,,,,2010-09-27,00123,23384.62,1169.23,否,,在用,数量：1；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00124,矿车,其他,,,矿山车间办,,MGO1.1-6,,,,,2010-09-27,00124,202051.29,10102.56,否,,在用,数量：60；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00125,污水泵,泵/风机,,,矿山车间办,,WOH40-18014-37,,,,,2010-09-27,00125,8529.91,426.5,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00129,空压机,泵/风机,,,矿山车间办,,E--110W,,,,,2010-10-27,00129,98717.95,4935.9,否,,在用,原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00130,变压器,其他,,,矿山车间办,,SJI-630KVA-1,,,,,2010-10-27,00130,90905.98,4545.3,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00131,旋风机,泵/风机,,,矿山车间办,,2*11KW,,,,,2010-10-27,00131,31196.58,1559.83,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00439,矿用隔电型馈用开关,其他,,,矿山车间办,,BK09-400A,,,,,2011-11-22,00439,10598.29,529.91,否,,在用,数量：2个；原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00133,皮带机,其他,,,矿山车间办,,,,,,,2010-11-29,00133,432307.69,0.0,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00137,矿车,其他,,,矿山车间办,,,,,,,2010-11-30,00137,270085.46,0.0,否,,在用,数量：60台；原类别：运输设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00138,矿车,其他,,,矿山车间办,,P-30B,,,,,2010-11-30,00138,95726.5,0.0,否,,在用,数量：25台；原类别：运输设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00162,电机车,电机,,,矿山车间办,,CTY5/6G,,,,,2011-06-28,00162,135042.74,6752.14,否,,在用,数量：1；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00173,铲车机,其他,,,矿山车间办,,WJD-1,,,,,2011-07-29,00173,468034.18,23401.71,否,,在用,数量：4；原类别：其他；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00174,电焊机,其他,,,矿山车间办,,ZX7-400N,,,,,2011-07-29,00174,3589.74,179.49,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00175,真空电开关,其他,,,矿山车间办,,KBZ9--400/660V.380,,,,,2011-07-29,00175,4877.78,243.89,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00176,电机,电机,,,矿山车间办,,WON30-50-7.5,,,,,2011-08-24,00176,3716.81,185.84,否,,在用,原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00180,气腿式凿岩机,其他,,,矿山车间办,,YT128,,,,,2011-11-23,00180,30512.82,1525.64,否,,在用,数量：9台；原类别：其他；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00181,抗冲击波密闭门,其他,,,矿山车间办,,1.8*0.9,,,,,2011-11-23,00181,28205.12,1410.26,否,,在用,数量：2套；原类别：其他；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00188,启动柜,其他,,,矿山车间办,,,,,,,2012-02-29,00188,29059.83,1452.99,否,,在用,原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00189,电焊柜,其他,,,矿山车间办,,,,,,,2012-02-29,00189,8153.85,407.69,否,,在用,原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00190,配电柜及开关,其他,,,矿山车间办,,,,,,,2012-02-29,00190,38076.07,1903.8,否,,在用,原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00193,泵体、电联,泵/风机,,,矿山车间办,,D450-60*2,,,,,2018-08-29,00193,84482.76,4224.14,否,,在用,原类别：泵类；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00199,污水泵,泵/风机,,,矿山车间办,,WQN200-130-2J,,,,,2012-05-28,00199,13589.75,679.49,否,,在用,原类别：泵类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00200,污水泵,泵/风机,,,矿山车间办,,WQ200-25-25,,,,,2012-05-28,00200,13846.15,692.31,否,,在用,原类别：泵类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00201,污水泵,泵/风机,,,矿山车间办,,25KW,,,,,2012-05-28,00201,6923.08,346.15,否,,在用,原类别：泵类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00202,电机,电机,,,矿山车间办,,YR280M,,,,,2012-05-28,00202,24786.32,1239.32,否,,在用,原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00203,4台真空泵,泵/风机,,,矿山车间办,,,,,,,2012-05-28,00203,19900.85,0.0,否,,在用,数量：4台；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00204,真空开关,其他,,,矿山车间办,,,,,,,2012-05-28,00204,11794.87,0.0,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00205,3台真空开关,其他,,,矿山车间办,,,,,,,2012-05-28,00205,14925.64,0.0,否,,在用,数量：3台；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00206,低压配电柜,其他,,,矿山车间办,,,,,,,2012-05-28,00206,12649.57,3907.41,否,,在用,数量：1台；原类别：电子设备；使用年限(月)：180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00207,调度绞车,其他,,,矿山车间办,,JD-25,,,,,2018-08-29,00207,44827.59,0.0,否,,在用,数量：1台；原类别：运输设备；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00208,电机,电机,,,矿山车间办,,YT28,,,,,2012-05-30,00208,6803.42,340.17,否,,在用,数量：1台；原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00209,电机,电机,,,矿山车间办,,Y2-225M-6,,,,,2012-05-30,00209,7020.51,351.03,否,,在用,数量：1台；原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00210,电机,电机,,,矿山车间办,,Y2-315M-2,,,,,2012-05-30,00210,25413.68,1270.68,否,,在用,数量：1台；原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00211,电机,电机,,,矿山车间办,,Y2-315S-4,,,,,2012-05-30,00211,20339.32,1016.97,否,,在用,数量：1台；原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00212,电机,电机,,,矿山车间办,,Y2-280S,,,,,2012-05-30,00212,11005.13,550.26,否,,在用,数量：1台；原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00213,电机,电机,,,矿山车间办,,Y2-280M,,,,,2012-05-30,00213,12267.52,613.38,否,,在用,数量：1台；原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00214,电机,电机,,,矿山车间办,,Y2-180M,,,,,2012-05-30,00214,3639.32,181.97,否,,在用,数量：1台；原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00216,真空电开关,其他,,,矿山车间办,,KBZ9--400/660.300,,,,,2012-07-27,00216,19897.44,994.87,否,,在用,数量：1台；原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00217,液压钻,其他,,,矿山车间办,,ZDY-650,,,,,2012-08-23,00217,133333.33,6666.67,否,,在用,数量：1台；原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00218,3台凿岩机,其他,,,矿山车间办,,YT28,,,,,2012-08-29,00218,10205.13,510.26,否,,在用,数量：3台；原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00223,消音器,其他,,,矿山车间办,,RYB/350,,,,,2012-10-23,00223,341025.63,3399.04,否,,在用,数量：3套；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00225,真空开关,其他,,,矿山车间办,,KBZ开关,,,,,2012-10-24,00225,31888.89,1873.31,否,,在用,数量：3台；原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00226,自耦减压器,其他,,,矿山车间办,,JJI--132KW,,,,,2012-10-24,00226,17606.84,1034.13,否,,在用,数量：3台；原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00227,低压配电柜,其他,,,矿山车间办,,S11--200/10KV,,,,,2012-10-24,00227,38290.06,2248.95,否,,在用,数量：3台；原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00229,凿岩机,其他,,,矿山车间办,,YT28,,,,,2012-11-27,00229,6803.0,340.15,否,,在用,数量：1台；原类别：其他；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00230,电铲车,其他,,,矿山车间办,,WJD-1,,,,,2012-11-27,00230,232478.63,0.0,否,,在用,数量：2台；原类别：运输设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00231,矿车,其他,,,矿山车间办,,,,,,,2012-11-27,00231,143589.74,0.0,否,,在用,数量：20台；原类别：运输设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00235,锚杆机,其他,,,矿山车间办,,MQT-130/2.8,,,,,2018-08-29,00235,5991.38,299.57,否,,在用,数量：1台；原类别：其他；使用年限(月)：36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00239,电动门,其他,,,矿山车间办,,12米,,,,,2012-12-26,00239,15500.0,412.59,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00246,真空开关,其他,,,矿山车间办,,真空开关,,,,,2013-01-25,00246,55818.8,4603.97,否,,在用,数量：1批；原类别：机电类；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00247,监控设备,仪表,,,矿山车间办,,监控设备,,,,,2013-02-20,00247,114892.0,0.0,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00248,变压器一套,其他,,,矿山车间办,,,,,,,2013-02-20,00248,182881.21,7918.96,否,,在用,数量：1套；原类别：电子设备；使用年限(月)：120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00249,凿岩机6台,其他,,,矿山车间办,,,,,,,2013-02-26,00249,19897.44,994.87,否,,在用,数量：6台；原类别：机电类；使用年限(月)：96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
